TIMESTAMP,CARS_ID,BAROMETRIC_PRESSURE(KPA),ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,LONG TERM FUEL TRIM BANK 2,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT TERM FUEL TRIM BANK 2,SHORT TERM FUEL TRIM BANK 1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,MIN,HOURS,DAYS_OF_WEEK,MONTHS,YEAR
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,40,22,0,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,40,22,0,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,40,22,0,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,40,22,0,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,40,22,0,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,40,22,0,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,40,22,0,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,40,22,0,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,40,22,0,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,40,22,0,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,40,22,0,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,40,22,0,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,40,22,0,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,40,22,0,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,-100%,,,0,-100%,-100%,,,MIL is OFF0 codes,,,,26,1,1,8,2017
1.50E+12,carID1,,,,,,,,,,,,,,,,,,,,,26,1,1,8,2017
1.50E+12,carID1,100,79,30.20%,48.60%,27,2019,76,14.87,,30,,42,,,0:08:30,34%,MIL is OFF0 codes,,70.60%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,79,30.60%,52.20%,27,2261,27,17.68,,31,,39,,,0:08:37,35%,MIL is OFF0 codes,,70.20%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,79,30.60%,15.70%,27,1561,100,3.58,,31,,26,,,0:08:45,23%,MIL is OFF0 codes,,48.20%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,29.80%,70.60%,27,1697,59,18.07,,31,,31,,,0:08:53,35%,MIL is OFF0 codes,,59.60%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,79,25.10%,41.20%,27,1396,93,8.33,,31,,36,,,0:09:01,30%,MIL is OFF0 codes,,57.30%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,79,27.50%,38.40%,27,2030,28,8.97,,32,,30,,,0:09:09,29%,MIL is OFF0 codes,,72.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,78,29.00%,32.50%,27,1097,31,4.71,,32,,24,,,0:09:17,25%,MIL is OFF0 codes,,51.40%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,28.20%,29.40%,27,1066,100,4.46,,33,,17,,,0:09:25,25%,MIL is OFF0 codes,,58.80%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,20.80%,54.50%,27,1976,64,16.46,,33,,31,,,0:09:33,35%,MIL is OFF0 codes,,67.50%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,78,18.00%,29.00%,27,2441,35,13.15,,33,,30,,,0:09:41,32%,MIL is OFF0 codes,,76.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,78,19.20%,16.50%,27,1459,57,3.42,,33,,21,,,0:09:49,22%,MIL is OFF0 codes,,69.80%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,18.40%,16.50%,27,1419,27,3.46,,33,,24,,,0:09:57,25%,MIL is OFF0 codes,,72.50%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,21.60%,20.00%,27,1247,54,3.82,,33,,14,,,0:10:05,24%,MIL is OFF0 codes,,74.50%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,22.00%,26.30%,27,1122,76,4.24,,34,,17,,,0:10:13,24%,MIL is OFF0 codes,,61.60%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,21.60%,54.10%,27,2235,28,18.18,,37,,34,,,0:10:21,35%,MIL is OFF0 codes,,69.80%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,78,20.00%,31.40%,27,1851,25,8.38,,36,,35,,,0:10:29,30%,MIL is OFF0 codes,,74.10%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,19.20%,16.50%,27,2022,44,4.81,,36,,35,,,0:10:37,25%,MIL is OFF0 codes,,49.40%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,19.20%,24.70%,27,1135,58,4.39,,36,,29,,,0:10:45,25%,MIL is OFF0 codes,,67.10%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,26.30%,64.70%,27,943,46,8.76,,36,,33,,,0:10:53,35%,MIL is OFF0 codes,,52.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,29.40%,39.20%,27,2087,26,12.04,,36,,36,,,0:11:01,32%,MIL is OFF0 codes,,72.50%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,78,31.00%,16.50%,27,1519,44,3.56,,36,,20,,,0:11:09,23%,MIL is OFF0 codes,,67.10%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,78,30.60%,26.70%,27,1116,47,4.19,,36,,19,,,0:11:17,24%,MIL is OFF0 codes,,61.20%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,78,30.20%,29.00%,27,1101,75,4.57,,37,,19,,,0:11:25,25%,MIL is OFF0 codes,,58.00%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,78,28.20%,42.70%,27,2093,54,14.18,,39,,33,,,0:11:33,33%,MIL is OFF0 codes,,71.80%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,78,26.30%,22.70%,27,1832,25,7.43,,39,,34,,,0:11:41,29%,MIL is OFF0 codes,,69.00%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,79,27.80%,19.60%,27,1727,26,5.02,,39,,31,,,0:11:49,26%,MIL is OFF0 codes,,76.10%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,79,29.00%,15.70%,27,1522,26,3.54,,39,,33,,,0:11:57,23%,MIL is OFF0 codes,,71.40%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,29.40%,16.90%,27,1748,26,4.35,,39,,29,,,0:12:05,24%,MIL is OFF0 codes,,76.50%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,30.60%,16.50%,27,1448,45,3.46,,39,,30,,,0:12:13,23%,MIL is OFF0 codes,,73.30%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,30.60%,20.40%,27,1787,39,5.34,,39,,37,,,0:12:21,25%,MIL is OFF0 codes,,76.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,30.60%,16.10%,27,1837,39,4.35,,39,,34,,,0:12:29,24%,MIL is OFF0 codes,,48.60%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,30.60%,16.10%,27,1680,49,3.8,,39,,19,,,0:12:37,23%,MIL is OFF0 codes,,48.20%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,30.60%,40.80%,27,1084,41,6.17,,40,,14,,,0:12:45,27%,MIL is OFF0 codes,,66.70%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,29.80%,26.70%,27,1135,41,4.4,,40,,13,,,0:12:53,25%,MIL is OFF0 codes,,61.60%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,28.20%,23.50%,27,1270,48,4.02,,41,,15,,,0:13:01,24%,MIL is OFF0 codes,,72.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,27.50%,24.70%,27,1239,43,3.64,,41,,13,,,0:13:09,23%,MIL is OFF0 codes,,68.20%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,27.10%,20.00%,27,1292,73,3.6,,42,,7,,,0:13:18,24%,MIL is OFF0 codes,,47.50%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,25.10%,30.20%,27,1601,35,6.88,,43,,12,,,0:13:25,28%,MIL is OFF0 codes,,71.00%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,79,24.30%,18.40%,27,1287,48,3.51,,43,,2,,,0:13:33,23%,MIL is OFF0 codes,,74.50%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,79,22.70%,31.00%,27,1005,50,4.4,,44,,10,,,0:13:41,25%,MIL is OFF0 codes,,60.00%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,79,20.40%,30.20%,27,2141,50,7.31,,45,,18,,,0:13:49,27%,MIL is OFF0 codes,,74.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,79,19.20%,22.70%,27,1448,42,4.84,,45,,18,,,0:13:57,26%,MIL is OFF0 codes,,74.10%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,18.80%,20.40%,27,1205,44,3.7,,45,,14,,,0:14:06,23%,MIL is OFF0 codes,,73.70%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,18.80%,32.20%,27,1100,47,5.24,,46,,14,,,0:14:14,26%,MIL is OFF0 codes,,64.30%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,18.40%,29.80%,27,1102,46,4.53,,46,,14,,,0:14:22,25%,MIL is OFF0 codes,,60.40%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,18.40%,30.60%,27,1067,46,4.67,,47,,13,,,0:14:30,25%,MIL is OFF0 codes,,59.60%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,80,18.40%,30.60%,27,1080,37,4.7,,48,,9,,,0:14:38,25%,MIL is OFF0 codes,,58.80%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,80,18.00%,41.60%,27,949,46,6.22,,48,,14,,,0:14:46,28%,MIL is OFF0 codes,,43.50%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,17.60%,32.90%,27,1045,54,4.89,,49,,13,,,0:14:53,26%,MIL is OFF0 codes,,56.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,16.90%,29.40%,27,1091,57,4.55,,49,,13,,,0:15:02,25%,MIL is OFF0 codes,,59.60%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,16.50%,33.30%,27,1046,51,4.85,,50,,13,,,0:15:10,26%,MIL is OFF0 codes,,55.70%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,16.50%,34.50%,27,1017,49,4.88,,51,,13,,,0:15:21,26%,MIL is OFF0 codes,,56.50%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,16.90%,33.70%,27,1050,49,4.86,,51,,13,,,0:15:33,26%,MIL is OFF0 codes,,56.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,16.90%,27.10%,27,1418,27,5.62,,52,,19,,,0:15:41,28%,MIL is OFF0 codes,,71.80%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,16.50%,51.40%,27,2157,27,16.27,,53,,38,,,0:15:52,35%,MIL is OFF0 codes,,69.40%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,79,16.10%,42.70%,27,2362,55,14.39,,49,,49,,,0:16:02,33%,MIL is OFF0 codes,,70.20%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,80,16.90%,17.60%,27,1476,41,3.78,,49,,19,,,0:16:12,23%,MIL is OFF0 codes,,73.70%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,80,21.60%,23.50%,27,1701,49,5.98,,50,,23,,,0:16:24,27%,MIL is OFF0 codes,,74.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,80,22.40%,26.70%,27,2015,38,7.68,,52,,28,,,0:16:32,29%,MIL is OFF0 codes,,75.30%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,80,22.70%,16.90%,27,2238,42,5.34,,51,,32,,,0:16:40,26%,MIL is OFF0 codes,,76.50%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,81,23.10%,17.60%,27,1726,34,4.52,,51,,34,,,0:16:48,25%,MIL is OFF0 codes,,75.70%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,81,23.90%,22.40%,27,1770,41,5.75,,50,,36,,,0:16:56,26%,MIL is OFF0 codes,,74.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,81,24.70%,19.60%,27,1827,35,5.45,,49,,37,,,0:17:04,26%,MIL is OFF0 codes,,75.70%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,81,25.90%,18.40%,27,1076,55,2.83,,49,,20,,,0:17:12,22%,MIL is OFF0 codes,,62.00%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,82,25.10%,27.10%,27,1106,52,3.72,,49,,23,,,0:17:22,24%,MIL is OFF0 codes,,61.20%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,83,23.50%,23.50%,27,1642,28,5.61,,48,,36,,,0:17:33,26%,MIL is OFF0 codes,,73.70%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,84,24.70%,20.40%,27,1092,70,3.06,,47,,5,,,0:17:43,22%,MIL is OFF0 codes,,59.60%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,85,23.50%,25.50%,27,1094,50,3.87,,48,,6,,,0:17:51,24%,MIL is OFF0 codes,,47.50%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,86,22.40%,22.40%,27,991,36,3.12,,49,,0,,,0:18:02,22%,MIL is OFF0 codes,,57.30%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,87,20.00%,36.10%,27,1785,27,9.66,,49,,24,,,0:18:13,31%,MIL is OFF0 codes,,70.60%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,89,18.40%,49.40%,27,2052,51,14.94,,48,,30,,,0:18:25,34%,MIL is OFF0 codes,,69.40%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,91,18.40%,43.10%,27,2362,62,14.84,,46,,37,,,0:18:37,33%,MIL is OFF0 codes,,71.40%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,93,19.20%,62.40%,27,2218,99,20.48,,43,,52,,,0:18:47,38%,MIL is OFF0 codes,,67.10%,1.00%,53,22,3,8,2017
1.50E+12,carID1,99,93,20.40%,31.40%,27,2964,28,12.87,,43,,53,,,0:18:57,31%,MIL is OFF0 codes,,72.50%,1.00%,53,22,3,8,2017
1.50E+12,carID1,99,93,25.10%,29.00%,27,1536,28,6.49,,43,,44,,,0:19:09,28%,MIL is OFF0 codes,,72.20%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,93,26.30%,16.90%,27,3188,38,7.85,,41,,47,,,0:19:20,29%,MIL is OFF0 codes,,63.10%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,93,23.10%,17.60%,27,2919,62,7.55,,40,,53,,,0:19:32,29%,MIL is OFF0 codes,,72.20%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,93,24.30%,41.60%,27,2078,26,12.78,,40,,45,,,0:19:40,33%,MIL is OFF0 codes,,68.20%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,93,25.90%,24.70%,27,1437,41,5.24,,41,,20,,,0:19:48,26%,MIL is OFF0 codes,,67.10%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,93,28.60%,27.80%,27,1120,51,4.47,,41,,0,,,0:19:56,25%,MIL is OFF0 codes,,59.60%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,92,29.40%,31.00%,27,1019,50,4.44,,42,,0,,,0:20:04,25%,MIL is OFF0 codes,,56.10%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,92,29.40%,31.40%,27,1010,48,4.5,,43,,0,,,0:20:12,25%,MIL is OFF0 codes,,57.30%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,91,29.80%,31.00%,27,997,52,4.4,,44,,0,,,0:20:20,25%,MIL is OFF0 codes,,57.60%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,91,29.80%,54.50%,27,1285,87,10.09,,47,,21,,,0:20:28,33%,MIL is OFF0 codes,,63.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,90,27.50%,53.70%,27,2645,76,20.92,,47,,40,,,0:20:36,36%,MIL is OFF0 codes,,67.80%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,90,28.20%,52.90%,27,2436,68,18.94,,44,,54,,,0:20:44,35%,MIL is OFF0 codes,,65.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,101,90,29.00%,17.60%,27,2837,27,7.2,,44,,44,,,0:20:52,29%,MIL is OFF0 codes,,60.00%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,89,32.90%,29.00%,27,1180,99,6.5,,45,,28,,,0:21:02,30%,MIL is OFF0 codes,,67.10%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,88,31.80%,47.10%,27,2058,60,13.99,,46,,48,,,0:21:10,33%,MIL is OFF0 codes,,67.10%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,88,31.40%,21.60%,27,2639,32,8.19,,45,,53,,,0:21:18,30%,MIL is OFF0 codes,,76.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,87,31.40%,16.90%,27,2495,27,6.06,,44,,38,,,0:21:26,27%,MIL is OFF0 codes,,49.80%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,87,31.80%,22.70%,27,1180,70,3.78,,44,,27,,,0:21:34,24%,MIL is OFF0 codes,,66.30%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,86,30.20%,16.90%,27,1456,37,3.55,,44,,22,,,0:21:42,23%,MIL is OFF0 codes,,70.20%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,85,31.40%,24.30%,27,1157,40,4.15,,44,,10,,,0:21:50,24%,MIL is OFF0 codes,,65.10%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,85,32.50%,22.40%,27,1185,45,3.76,,45,,0,,,0:21:58,24%,MIL is OFF0 codes,,62.40%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,84,32.50%,23.50%,27,1375,38,4.62,,46,,12,,,0:22:06,25%,MIL is OFF0 codes,,72.50%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,84,32.20%,23.90%,27,1184,40,4.32,,46,,1,,,0:22:14,25%,MIL is OFF0 codes,,69.80%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,84,32.20%,15.70%,27,1533,31,3.63,,47,,10,,,0:22:22,23%,MIL is OFF0 codes,,44.30%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,83,31.00%,41.20%,27,1136,28,8.08,,48,,10,,,0:22:32,32%,MIL is OFF0 codes,,63.50%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,84,30.60%,24.30%,27,989,40,3.38,,48,,4,,,0:22:44,23%,MIL is OFF0 codes,,61.60%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,85,30.60%,25.50%,27,982,34,4.1,,47,,12,,,0:22:55,26%,MIL is OFF0 codes,,63.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,86,29.80%,41.60%,27,1519,35,9.19,,46,,23,,,0:23:03,31%,MIL is OFF0 codes,,65.10%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,88,31.00%,16.50%,27,1845,42,4.38,,46,,6,,,0:23:15,24%,MIL is OFF0 codes,,49.00%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,89,32.20%,31.40%,27,1005,48,4.34,,46,,0,,,0:23:26,25%,MIL is OFF0 codes,,54.10%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,88,31.80%,31.00%,27,999,50,4.32,,47,,0,,,0:23:34,25%,MIL is OFF0 codes,,56.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,87,30.20%,32.90%,27,1368,42,3.79,,48,,11,,,0:23:44,24%,MIL is OFF0 codes,,64.70%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,87,33.30%,63.50%,27,1426,56,12.52,,51,,25,,,0:23:55,35%,MIL is OFF0 codes,,56.90%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,87,32.50%,41.60%,27,2337,43,13.68,,49,,32,,,0:24:04,33%,MIL is OFF0 codes,,73.70%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,86,31.00%,16.50%,27,2646,26,6.47,,48,,25,,,0:24:11,27%,MIL is OFF0 codes,,78.80%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,86,30.20%,15.30%,27,1585,35,3.56,,49,,12,,,0:24:22,23%,MIL is OFF0 codes,,68.20%,1.00%,53,22,3,8,2017
1.50E+12,carID1,100,86,29.00%,22.70%,27,1224,39,4.06,,50,,22,,,0:24:32,24%,MIL is OFF0 codes,,73.30%,1.00%,53,22,3,8,2017
